;Unnamed: 0;_id;aut;author_gender;created_at;full_text;id_str;in_reply_to_status_id;in_reply_to_tweet;in_reply_to_user_id;is_sexist;msg;person_1;person_2;receiver_gender;retweet_count;sentiment_1;sentiment_2;sexist_1;sexist_2;user_id
877;23570;5a9c74640842190dbf51a6b4;1;1;Wed Jan 31 13:41:18 +0000 2018;@albertbotran Quins collons, com si no estiguéssin fotuts en la traició que han muntat ERC i PDCAT. I vosltres en teniu part de culpa, per callar durant la campanya i acatar el 155 i les mentides d'ERC i PDCAT. Ni oblit ni perdó, a cap, ni als traïdors ni els que els vau tapar.;958696695944097793;958694700604641280;;2978274629.0;;reply;4.0;1.0;1;0;0;0;0;0;75554961
879;1834;5a9c74640842190dbf5151cc;1;-1;Sun Feb 04 21:37:56 +0000 2018;@AinaVS I, si són socis cooperativistes, haurien de tenir accés als beneficis;960266195873206280;;;;;mention;2.0;1.0;0;0;0;0;0;0;2776851503
881;24398;5a9934340842191684e83e68;1;1;Fri Feb 02 23:07:30 +0000 2018;@AlexisMariM @eldiariocv Cierto...;959563960797356033;959563718232330242;;363870384.0;;reply;3.0;1.0;-1;0;0;0;0;0;250340632
882;22409;5a9934330842191684e79d34;1;1;Wed Jan 24 14:06:59 +0000 2018;@jcoscu @SenyorRequena Tres problemas tres, en los que no sólo Rajoy fracasa.;956166442898030593;956155579302645761;;278458079;;reply;1.0;2.0;0;0;0;0;0;0;93207200
883;22689;5a9c74630842190dbf5109d4;1;-1;Wed Jan 24 10:21:16 +0000 2018;"@gemmalienas: ""La idea que els nens són bons perquè sí és falsa"" https://t.co/zCYjvbwbzO vía @levante_emv";956109638013014016;None;;249569378;;reply;2.0;1.0;0;3;0;0;0;0;133817223
884;54380;5a9c74650842190dbf531698;1;1;Sat Mar 03 17:14:27 +0000 2018;@FranciscoIgea De que es ese lacito por la gente expulsada y acosada de cataluña por sus amigos? Contra la dictadura qatarí? La jeta típica del independentismo vamos, si supieran que comparando 1000 muertes atroces con un escupitajo a su chaqueta ganaban algo, también lo compararían;969984361641775104;969560043984228354;;493242970.0;;reply;4.0;2.0;1;0;0;0;0;0;382746323
885;24107;5a9934340842191684e83d45;1;-1;Sat Feb 03 17:43:00 +0000 2018;@alfcastello Una ley a la fuerza, sin saber si es legal,sólo por que me da la gana.Eso es abuso de poder,  esta sucediendo en Valencia con diversas cuestiones .Se llama  abuso de poder.Ahora pagaremos la televisión catalana por que como ximo quiere .;959844683085238275;959508316325142528;;381981879.0;;reply;4.0;2.0;1;0;0;0;0;0;870624033863331840
886;20015;5a9934350842191684e8b867;1;1;Fri Feb 09 00:11:33 +0000 2018;@CiudadanaMartaR @MartaQuart Son gilipollas (válido para ambos sexos);961754404763430917;961587231243808768;;7.362849748784783e+17;;reply;1.0;4.0;0;0;0;0;0;0;114149197
887;69910;5a9c74650842190dbf535342;1;-1;Tue Feb 27 20:54:29 +0000 2018;@alferma1 ¡Qué bonita es nuestra plaza!;968590183246499840;968491350701338624;;218094642.0;;reply;3.0;4.0;1;0;0;0;0;0;750737035997114368
888;16142;5a9c74630842190dbf50632a;1;1;Mon Jan 15 20:29:58 +0000 2018;@ximopuig el próximo se lo das a Fundación Francisco Franco. Que bajo has caído https://t.co/uJRu7ycowc;953001333384196098;None;;280405370;;reply;2.0;3.0;0;0;0;0;0;0;2771472528
889;22691;5a9934320842191684e71137;1;1;Tue Jan 09 06:50:14 +0000 2018;@joanbaldovi Aquí no va a dimitir nadie, nadie se responsabiliza la culpa siempre de los demás;950620713022521345;950369607092785153;;378944786;;reply;4.0;1.0;0;0;0;0;0;0;1322303484
890;10238;5a9934320842191684e6e092;1;1;Sat Jan 13 14:09:20 +0000 2018;@ignacioaguado La que venía a limpiar la política ja ja ja;952180768054358019;952126665504776192;;143538142;;reply;1.0;3.0;0;0;0;0;0;0;930363880710332417
891;1700;5a9934320842191684e74c4f;1;1;Mon Jan 15 13:18:57 +0000 2018;@anasurra Sobre el cas GürtelAlgú sap que han canviat els jutges del cas?Qui sap que s’han cremat les dependències on guardaven les proves (sense detectors d foc)?Quines conseqüències ha tingut la destrucció de discs durs setmanes després de quan la justícia els va demanar?Marca España;952892863578243072;;;;;mention;3.0;2.0;0;0;0;0;0;0;631963109
892;7839;5a9934340842191684e7fdb9;1;1;Sat Feb 03 13:23:10 +0000 2018;@JaumeMoyaM Estas al Camp de TGN?;959779294720483328;959778829559615488;;3385532741.0;;reply;3.0;2.0;0;0;0;0;0;0;799041096
893;60464;5a9934360842191684e92d17;1;-1;Thu Feb 22 20:39:07 +0000 2018;@martarovira Es una vergonya!!! ERC me ha fallat molt.  Em sento totalment TIMADA¡!! COM ES PODEN ACOSTAR A PSC i Comuns???  Si es aixi no es pot aceptar!! Mal amb pesi noves eleccions!!!! ERC esta perduda;966774377093136384;None;;14336062.0;;reply;4.0;1.0;-1;0;0;0;0;0;2400286802
894;27022;5a9c74630842190dbf511ac1;1;-1;Thu Jan 18 11:34:08 +0000 2018;@jiceniceros Muy bien Presidente, saludos desde Chile 🇨🇱;953953648928874496;953951526019567616;;1068101292;;reply;4.0;1.0;0;0;0;0;0;0;105252696
895;66865;5a9c74650842190dbf53475d;1;-1;Wed Feb 28 17:59:33 +0000 2018;@Estany_ @Estany_ si que si los valencian@s tenemos derecho a decidir y participar;968908547596668928;968907345572003840;;141953288.0;;reply;3.0;2.0;1;0;0;0;0;0;879051343171813380
896;29814;5a9c74650842190dbf5300c3;1;-1;Fri Mar 02 21:34:23 +0000 2018;@montsepalau Posats a repassar, també podem rellegir Maquiavel....;969687386182635520;;;;;mention;4.0;2.0;0;1;0;0;0;0;23418981
897;8068;5a9c74640842190dbf516a26;1;1;Sat Feb 03 09:34:05 +0000 2018;@mrhciudadanos 👩‍💼 nuestra secretaria nos da la bienvenida 👋🏻 #CampusJcs #JcsSalamanca https://t.co/Cps7LI9JSM;959721643940642816;None;;3166103591.0;;reply;4.0;3.0;-1;0;0;0;0;0;700825004053700608
898;24700;5a9934350842191684e8cab4;1;-1;Thu Feb 15 15:48:40 +0000 2018;@J_Sanchez_Serna soy ingeniero, master,  idiomas,  5 años experiencia docente en secundaria y 6 universidad.. necesito demostrar algo mas?;964164567633944576;None;;300969753.0;;reply;1.0;2.0;1;0;0;0;0;0;1209147518
899;22385;5a9c74640842190dbf51a213;1;1;Wed Jan 31 09:37:36 +0000 2018;@CarlesTgna @Joan_Ru_Ca cap socialista de veritat, hauria de permetre que el seu partit, fés president a M.Rajoy i l'aplicació del 155...;958635366071840768;958405034114539520;;227830236.0;;reply;4.0;1.0;1;0;0;0;0;0;619779206
900;28504;5a9c74640842190dbf524518;1;1;Thu Feb 15 19:54:09 +0000 2018;@agarzon Por qué no un Espinar?;964226342526087172;963822243167068162;;11904592.0;;reply;4.0;1.0;1;0;0;0;0;0;236524587
901;26695;5a9c74640842190dbf51b2e9;1;-1;Thu Feb 08 13:37:48 +0000 2018;@Jesussguerrero reclama a PSOE-CHA elaborar este Pacto sobre #conciliación a lo largo del 2018 con partidas efectivas ligadas a los Presupuestos de la comunidad Autónoma de Aragón. #PlenoAragón https://t.co/wzeBM9UaJE;961594915535949824;None;;178887167.0;;reply;4.0;3.0;1;0;0;0;0;0;583693806
905;15459;5a9934320842191684e6f4f7;1;1;Wed Jan 17 08:50:59 +0000 2018;@franferri_ y secuaces, sin más oficio q el activismo político, estarían en el paro en sus condiciones normales por falta de preparación. https://t.co/24daUPzrBx;953550205181399040;None;;84437338;;reply;3.0;1.0;0;0;0;0;0;0;499122723
906;18099;5a9934330842191684e78c5e;1;-1;Thu Jan 18 16:58:00 +0000 2018;"@JoseManuel_Lop @cifupresidenta La regeneración vendrá impuesta x las urnas cuando la gente vote en conciencia y no tengan representantes en la cámara. Es la única vía posible; mientras haya gente q vote corrupción, ésta no desaparecerá nunca.";954035154422464512;953887071911006208;;3084704992.0;;reply;1.0;4.0;0;0;0;0;0;0;3042978879
907;2413;5a9934340842191684e873a5;1;1;Fri Feb 16 11:28:43 +0000 2018;@jsolerCs Buen trabajo compañeros ya tenemos equipo para el 2019;964461537325928449;;;;;mention;4.0;1.0;0;0;0;0;0;0;899334445022531589
908;6349;5a9c74630842190dbf503ce9;1;1;Wed Jan 17 12:54:03 +0000 2018;@Felisuco_ El humor es la vida https://t.co/aiPc8o61db;953611373979856897;;;;;mention;3.0;2.0;0;0;0;0;0;0;3017414290
909;18561;5a9934340842191684e8279b;1;1;Fri Feb 02 10:30:30 +0000 2018;🔴En Directo: Jornada Ley de contratos del sector público en el Congreso de los Diputados.➡️https://t.co/czykjVEydt➡️https://t.co/IgWDa3NsNH https://t.co/yy9oc4VFmj;959373453320179712;959371569087897600;;275938934.0;;reply;4.0;2.0;1;4;0;0;0;0;275938934
910;23723;5a9934350842191684e8c6e3;1;1;Fri Feb 16 11:42:37 +0000 2018;@Irene_Montero_  https://t.co/QSpov5ur3H;964465035153149952;964441606756683776;;372812630.0;;reply;4.0;1.0;-1;0;0;0;0;0;917825447899074561
912;10946;5a9c74640842190dbf517564;1;1;Thu Feb 08 17:09:20 +0000 2018;@Irene_Montero_ Llastima que no hi ha mes espanyoles/ els com aquesta. Vergonyos tot plegat.;961648151798132736;961542998633975809;;372812630.0;;reply;4.0;3.0;-1;0;0;0;0;0;783773037128810496
913;22338;5a9c74640842190dbf51a1e4;1;-1;Tue Jan 30 21:49:41 +0000 2018;@jsolerCs  como @InesArrimadas  y el partido @CiudadanosCs MENTIROSOS COMPULSIVOS.;958457214158753792;None;;350402862.0;;reply;2.0;1.0;1;0;0;0;0;0;2350620671
914;3648;5a9c74640842190dbf51e400;1;1;Mon Feb 12 14:37:40 +0000 2018;@AntoniCamps Por eso, querido amigo, no se entiende que cuando el PP tenía mayoría absoluta no derogase la parcial y sectaria ley de memoria histórica interesada.;963059533538103299;;;;;mention;4.0;1.0;0;3;0;0;0;0;1353263736
915;18715;5a9934350842191684e8b353;1;1;Sun Feb 11 20:17:01 +0000 2018;@AustraliaPP https://t.co/twmWnsHHUF;962782546420486144;962761291898159104;;870305642.0;;reply;3.0;2.0;-1;0;0;0;0;0;114291978
916;19844;5a9c74640842190dbf522344;1;-1;Wed Feb 14 17:27:49 +0000 2018;@idlserna A un ritmo abrumadoramente colonial, represivo y franquista, así es como el @GobiernoEspanol actúa. No queremos un #155 reluciente de inversiones, queremos autogobierno y #democracia.;963827129329901570;963023245145493504;;188803599.0;;reply;4.0;1.0;0;0;0;0;0;0;2856623937
917;5323;5a9934310842191684e6cd5f;1;1;Wed Jan 17 20:19:25 +0000 2018;@MayoralRafa Mentira!! La unica revolución que podia generar algun cambio es la catalana y os habeis puesto del lado de la monarquia y sus partidos del regimen! En vez de luchar con nosotros por una autentica democracia!;953723455802871808;;;;;mention;1.0;4.0;0;0;0;0;0;0;910824768319950848
918;6652;5a9934340842191684e88434;1;1;Sun Feb 11 20:03:45 +0000 2018;"@anioramas Con Vd. se cumple el proverbio: ""La cara es el espejo del alma"", Quiero decir: bella por fuera, bella por dentro, y no lo contrario. Personas como Vd. deberían representarnos a todos los españoles. Sois pocas con esa fuerza, inteligencia y nobleza.";962779207343525890;;;;;mention;3.0;1.0;0;0;0;0;0;0;542399791
920;63684;5a9c74650842190dbf533af0;1;1;Tue Feb 27 15:02:18 +0000 2018;@lluisguino @enriclopezj Sentencia favorable: constatación de un hechoSentencia en contra: interpretación el tribunal está politizado, es ilegítimo, etc Cierto?;968501553178071041;968497422463852549;;193739395.0;;reply;3.0;1.0;0;0;0;0;0;0;2970386296
921;21958;5a9c74630842190dbf5079e2;1;1;Wed Jan 10 09:13:32 +0000 2018;@AlfonsoAlonsoPP A los muertos de ETA hay que venerarlos, a los muertos del franquismo que les den por el culo, pasamos de ellos y de paso insultamos a sus familiares. Sois unos hipócritas. https://t.co/FFRbwbJJCt;951019165908918272;950685886240436224;;437586117;;reply;4.0;3.0;0;0;0;0;0;0;355631716
923;21264;5a9934350842191684e90699;1;1;Sat Feb 24 09:09:08 +0000 2018;🔴Infinitivo: SALVAR🔴Gerundio: SALVANDO🔴Participio Pasado: SALVADO/SALVO (ad)Ok @Ximopuig ? Ya se lo explica a las PERSONAS. https://t.co/yeGzEz0S6y;967325509980950528;;;;;mention;4.0;3.0;0;0;0;0;0;0;1307181847
924;3432;5a9c74630842190dbf4fdd9d;1;-1;Tue Jan 09 11:14:10 +0000 2018;"El ""artífice del milagro económico"", Rodrigo Rato, hoy ha ido al Congreso para leer su guion y evitar preguntas sobre el fraude a Hacienda, quiebra de Bankia, malversación, cohecho, blanqueo...    Probablemente aún conserve los elogios de sus amiguetes del PP, ¿verdad @ccifuentes? https://t.co/idBhFgCRxE";950687136214380545;;;;;mention;3.0;2.0;0;294;0;0;0;0;2525943596
925;9234;5a9c74630842190dbf4fe0cb;1;1;Tue Jan 09 15:01:41 +0000 2018;@PabloRodriguezV Ya lo dijo Arzallus hace casi 20 años: A los de CC les das unas cuantas carreteras y se van contentos a casa garantizándote su voto.;950744390724718592;;;;;mention;3.0;1.0;0;0;0;0;0;0;273382167
926;35892;5a9c74640842190dbf527b46;1;1;Sat Feb 24 19:48:41 +0000 2018;@RevillaMiguelA  https://t.co/xNQJhEL30h;967486457521860610;;;;;mention;1.0;2.0;0;0;0;0;0;0;2371783538
927;1806;5a9934340842191684e87146;1;-1;Thu Feb 15 16:16:16 +0000 2018;@oriolamat Estásortint a totes les teles espanyoles!!! Quina passada!!!!!!;964171510301757440;;;;;mention;4.0;2.0;0;0;0;0;0;0;915124541839564800
929;20361;5a9c74640842190dbf522549;1;1;Wed Feb 14 21:10:21 +0000 2018;@SofCastanon @ArgeliaQueralt Muy bien dicho.;963883132939329542;963741435530022912;;3495603017.0;;reply;3.0;2.0;0;0;0;0;0;0;3025311281
930;22681;5a9934320842191684e7112d;0;1;Tue Jan 09 17:02:04 +0000 2018;@compromis @Podem_ Per llei, el finançament hauria d'haver estat aprovat en 2015. Però el PP se la salta en perjudici dels drets dels valencians. https://t.co/DhjDS0YuJl;950774688149536771;950772544231104514;;378944786;;reply;3.0;1.0;0;5;0;0;0;0;378944786
931;211;5a9c74630842190dbf50b206;1;-1;Tue Jan 23 03:55:12 +0000 2018;"""Bienvenido sea todo lo que nos haga salir del bucle y nos permita hablar otros temas que están marcando la agenda en la calle, como las pensiones, precariedad laboral y la huelga general de mujeres que hay convocada para el 8 de marzo"" @Alber_Canarias… https://t.co/cHgDz2VvCl https://t.co/BxKR5olInQ";955650094862254080;;;;;mention;4.0;3.0;0;0;0;0;0;0;947910279198846977
932;13524;5a9934310842191684e65824;1;1;Sun Dec 31 11:28:27 +0000 2017;@TeresaRodr_ Los que lo ven son los que lo quieren ver, están en un sector del pabellón 3 donde no hay atracciones cerca, q pinten más o menos allí... Vale, cada uno puede tener su opinión, pero que los ve el que quiere, yo voy todos los años y hay años que no he pisao ese pabellón;947429239716024320;946695292329525248;;784574954.0;;reply;3.0;2.0;-1;0;0;0;0;0;253162472
933;18878;5a9934300842191684e618f2;1;1;Sat Dec 23 13:40:27 +0000 2017;@TeresaRodr_ #asco;944563356245078017;943878976501616640;;784574954.0;;reply;4.0;1.0;-1;0;0;0;0;0;309115281
934;10809;5a9c74630842190dbf504e55;1;-1;Tue Jan 16 21:03:09 +0000 2018;@gebelque @josecdiez https://t.co/SC2WKDvjxh;953372074009153537;953291523197669377;;189971995;;reply;2.0;4.0;0;0;0;0;0;0;2857660378
935;62109;5a9934360842191684e93384;1;-1;Mon Feb 19 11:55:29 +0000 2018;@angelsmcastells @AnnaGaSabate  https://t.co/eDRSZDoDsD;965555436006100992;965532599803408384;;108880635.0;;reply;4.0;1.0;0;0;0;0;0;0;2857660378
936;11136;5a9c74630842190dbf50dcb3;1;1;Thu Jan 25 09:11:22 +0000 2018;@Irene_Montero_ @Pablo_Iglesias_ Cada día sois menos millones! 🤷🏻‍♂️;956454437685530625;956443861114605568;;372812630.0;;reply;1.0;3.0;0;0;0;0;0;0;348502486
938;6737;5a9c74640842190dbf51f011;1;1;Fri Feb 09 09:43:47 +0000 2018;.@Hernanzsofia: “La solución no es dedicar dos euros al mes a pagar un seguro privado” https://t.co/VnxwD7V1aD;961898414156976128;;;;;mention;4.0;2.0;0;1;0;0;0;0;12392442
939;56345;5a9934350842191684e91d00;1;1;Tue Feb 20 12:59:04 +0000 2018;@nicadichiara 💪💪💪💪;965933823728017408;965926800240140288;;253610246.0;;reply;4.0;3.0;0;0;0;0;0;0;304904017
941;13175;5a9934310842191684e656c7;1;-1;Sat Dec 23 15:14:46 +0000 2017;@juanmarin_cs Las familias de @Attempranaand  No te olvidan;944587091467554817;944538454716805121;;625552603.0;;reply;4.0;1.0;1;2;0;0;0;0;391552573
942;20151;5a9934320842191684e7074b;1;1;Fri Jan 12 20:20:52 +0000 2018;"@IMendezdeVigo habla claro:     🔵""La aplicación del 155 ha frenado el deterioro de Cataluña"".     🔵La presencia del president ""debe ser real"" y ""debe contestar a las preguntas"" de investidura.     🔵""Esa pretensión va contra los textos jurídicos y sobre todo contra el sentido común""";951911878497832961;None;;2541124928;;reply;3.0;4.0;0;0;0;0;0;0;340951421
943;10107;5a9c74640842190dbf51fd3b;1;1;Mon Feb 12 06:55:36 +0000 2018;"@MonicaSilvanaG ¡Feliz cumple compañera! Disfruta de tu día lo mejor posible. Cuídate, un besín desde Asturias... ;-)";962943253279662080;None;;290206732.0;;reply;2.0;1.0;0;0;0;0;0;0;95749330
944;72962;5a9934360842191684e95de9;1;1;Sat Feb 24 07:05:12 +0000 2018;@Tonicanto1 Esto ya es pasarse de la raya, se gastan el dinero a entidades catalanistas y ahora salen con esas. La noticia es de telediario.;967294322671521793;966951598013538305;;249122306.0;;reply;1.0;4.0;-1;0;0;0;0;0;950794741725253633
945;19274;5a9934330842191684e790f5;1;1;Wed Jan 24 06:39:32 +0000 2018;@davidbonvehi Segueix!!!És així com, somni i persona, es dignifiquen.;956053840503234560;955594302738042883;;589075584.0;;reply;1.0;4.0;0;0;0;0;0;0;772736974415421440
946;10144;5a9934320842191684e6e034;1;1;Tue Jan 09 10:30:39 +0000 2018;@isaserras @ccifuentes Eso, que nos mande los datos, y nosotros le mandamos el auto del juez.;950676182680338433;950671257820856321;;529634658;;reply;1.0;2.0;0;0;0;0;0;0;44120413
948;10583;5a9c74630842190dbf504d73;1;1;Mon Jan 15 18:30:43 +0000 2018;@oriolamat @jordigoula On estàs @GonBernardos?;952971323256594432;952602210000568321;;128587123;;reply;1.0;3.0;0;0;0;0;0;0;926492442874011656
949;17128;5a9c74630842190dbf4ff471;1;1;Sun Dec 31 12:20:40 +0000 2017;@sergiosayas @DiariodeNavarra En 2017 quien ha ondeado la bandera de Navarra donde hacia falta es el Gobierno del Cambio y el Consejero Aramburu #Convenio;947442378255855616;947410817481433089;;144600462.0;;reply;1.0;4.0;1;2;0;0;0;0;281965780
950;25009;5a9c74640842190dbf523771;1;1;Thu Feb 15 17:02:14 +0000 2018;@DolorsMM Antipatriotas cargados de rencor y ódio.;964183078007603200;964096095579262977;;283559538.0;;reply;2.0;4.0;0;0;0;0;0;0;1959233557
951;76070;5a9c74640842190dbf52d595;1;1;Sat Feb 24 19:22:57 +0000 2018;@agarzon Es increíble que un periodo nacional publique este tipo de noticias . La barbarie fue el nacismo;967479984007806976;967410833247686658;;11904592.0;;reply;2.0;1.0;1;0;0;0;0;0;902207837417480197
952;17416;5a9934350842191684e9048a;1;1;Sat Feb 24 18:16:38 +0000 2018;"@yeyaboya Com es tradueix ""besamanos""?... al català, vull dir. El que em ve al cap queda molt lleig de dir";967463292800290819;;;;;mention;3.0;1.0;0;0;0;0;0;0;1556570562
954;60885;5a9c74640842190dbf529a44;1;1;Sat Feb 24 13:11:31 +0000 2018;@jorditurull Gràcies per venir, Jordi, un honor!;967386508675121152;967379137953492992;;1070697151.0;;reply;3.0;2.0;1;12;0;0;0;0;13553912
956;26052;5a9c74640842190dbf51b066;1;1;Fri Feb 02 22:20:51 +0000 2018;@FeijooGalicia Usted hable mucho en gallego...luego verá lo que le votamos en España... Claro que sí!;959552220495777792;959110424808615936;;579741408.0;;reply;4.0;2.0;1;0;0;0;0;0;229247272
957;34459;5a9c74640842190dbf527a5e;1;1;Thu Feb 22 15:09:39 +0000 2018;Quizá @albertocatalanh podría hacer unas declaraciones o escribir un tuit en inglés, contándonos lo importante que ha sido este idioma en su carrera profesional y de paso nos dice a qué escuela pública van sus hijos.  #PAI;966691461084405761;;;;;mention;3.0;2.0;0;0;0;0;0;0;2335094719
958;19704;5a9934350842191684e8b730;1;1;Fri Feb 16 11:17:32 +0000 2018;"@RevillaMiguelA todos/as repiten que es ""Media Salud"", pero una web, un twitter un facebook. Si buscas por Media Salud en internet hay varias empresas que obedecen a esa búsqueda";964458720951455744;964427657944358912;;516405086.0;;reply;3.0;4.0;1;0;0;0;0;0;77448360
959;27070;5a9934350842191684e8d3f6;1;1;Fri Feb 16 11:31:10 +0000 2018;@Pablo_Iglesias_ @pnique Hoy el Estado y el entorno que le rodea son el mayor peligro (amenaza) para las personas. El mundo al revés. Esa es la realidad hoy. El estatismo. El terrorismo de Estado. Gang stalking;964462152986841089;955403595503079424;;158342368.0;;reply;3.0;4.0;1;1;0;0;0;0;4032247407
960;9816;5a9c74630842190dbf50d78b;0;-1;Mon Jan 22 11:27:07 +0000 2018;El tren AVE entre Castelló i València serà més lent que l’Euromed #AVETortuga #RodaliesDignes https://t.co/WcuLRfI6sH;955401434270445568;955400828445216768;;554631256.0;;reply;1.0;3.0;0;35;0;0;0;0;554631256
